MapNo,Lon,Lat,DeltaR,DeltaRErr,Reference,Locality,Subregion,Notes,CollectionYear,ReservoirAge,ReservoirErr,C14age,C14err,LabID,Delta13C,TaxaNo,RefNo,nextime,last_changed
2592,-16.51,16.02,-38,66,Soulet et al 2023,Saint Louis,Senegal,,1901,479,21,574,18,SacA-68819,1.29,704,230,,25/11/2023 09:50
2593,-13.83,9.46,-105,67,Soulet et al 2023,"Los Islands, Tamara Island",Republic of Guinea,,1910,384,21,502,19,SacA-68820,1.52,705,230,,25/11/2023 09:50
2594,13.27,-8.78,-69,67,Soulet et al 2023,"Luanda, beach",Angola,,1910,411,21,538,19,SacA-68821,-0.16,702,230,,25/11/2023 09:50
2595,12.2,-5.55,-44,66,Soulet et al 2023,Cabinda,Angola,,1886,438,19,584,17,SacA-68822,-1.15,702,230,,25/11/2023 09:50
2596,-17.39,14.74,-48,66,Soulet et al 2023,"Dakar, backwaters of the ""Marigot de Han",Senegal,,1908,447,20,560,17,SacA-68824,-0.29,702,230,,25/11/2023 09:50
2597,-17.42,14.7,-64,66,Soulet et al 2023,"Dakar, Bay of Hann, Pointe Bel Air, beac",Senegal,,1909,428,21,544,18,SacA-68825,0.07,702,230,,25/11/2023 09:50
2598,12.2,-5.55,-68,66,Soulet et al 2023,Cabinda,Angola,,1921,405,21,536,19,SacA-68826,-3.11,702,230,,25/11/2023 09:50
2599,-17.04,20.88,-91,66,Soulet et al 2023,Bay of Cansado,Mauritania,,1911,397,20,516,17,SacA-68829,2.09,362,230,,25/11/2023 09:50
2600,-12.94,7.56,-142,66,Soulet et al 2023,Near Cape Saint Ann,Sierra Leone,,1912,345,20,464,18,SacA-68830,1.04,362,230,,25/11/2023 09:50
2601,-17.04,20.91,-89,62,Soulet et al 2023,"Noudhibou, Pointe Chacal",Mauritania,,1948,319,20,514,17,SacA-68831,2.28,362,230,,25/11/2023 09:50
2602,8.79,-0.71,-106,63,Soulet et al 2023,Port-Gentil,Gabon,,1948,329,21,497,19,SacA-68832,2.64,362,230,,25/11/2023 09:50
2603,11.8,-4.66,-53,67,Soulet et al 2023,Loango,Republic of Congo,,1890,427,20,571,19,SacA-68833,1.38,362,230,,25/11/2023 09:50
2604,-7.37,33.71,-122,66,Soulet et al 2023,Mohammedia,Marocco,,1921,342,21,482,18,SacA-68834,1.19,362,230,,25/11/2023 09:50
2605,-17.42,14.71,-64,63,Soulet et al 2023,"Dakar, beach of Hann, posts of the ponto",Senegal,,1947,346,22,539,19,SacA-68835,1.56,362,230,,25/11/2023 09:50
2606,12.14,-15.18,-39,66,Soulet et al 2023,Moçâmedes,Angola,,1910,441,20,568,18,SacA-68836,1.75,362,230,,25/11/2023 09:50
2607,-57,55.0833,-31,23,Pearce et al 2023,Nær Labrador St14,Greenland coastal waters,water depth 314,1928,414,25,574,23,AAR-29770,8.24,706,231,,23/12/2023 09:34
2608,-56.6333,66.5833,-26,24,Pearce et al 2023,N. Atlantic St.32,Greenland coastal waters,water depth 599,1895,494,26,593,24,AAR-29769,8.8,706,231,,23/12/2023 09:34
2609,-56.6333,66.5833,-43,31,Pearce et al 2023,N. Atlantic St.32,Greenland coastal waters,water depth 599,1895,477,32,576,31,AAR-29771,7.96,706,231,,23/12/2023 09:34
2610,-68.4667,76.15,-29,20,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 40,1894,477,22,576,20,AAR-36968,0,707,231,,23/12/2023 09:34
2611,-18.6667,74.5,58,26,Pearce et al 2023,SwedArc1900#18 - southeast of Hvalrossö,Greenland coastal waters,water depth 100,1900,577,28,673,26,AAR-27949,3.69,708,231,,23/12/2023 09:34
2612,-52.4333,63.7833,-72,27,Pearce et al 2023,"SwedArc1871#05, davis strait, archipelag",Greenland coastal waters,water depth 64,1871,443,28,568,27,AAR-29759,7.79,709,231,,23/12/2023 09:34
2613,-80.8833,76.1333,22,23,Pearce et al 2023,st 116,Greenland coastal waters,water depth 80,1928,466,25,626,23,AAR-29804,3.81,24,231,,23/12/2023 09:34
2614,-71.2167,77.0833,-52,24,Pearce et al 2023,St 87,Greenland coastal waters,water depth 790,1928,393,26,553,24,AAR-29796,1.68,24,231,,23/12/2023 09:34
2615,-62.4333,75.4333,86,25,Pearce et al 2023,st 77,Greenland coastal waters,water depth 820,1928,530,27,690,25,AAR-29795,3.73,24,231,,23/12/2023 09:34
2616,-62.2,74.8667,-74,26,Pearce et al 2023,st73,Greenland coastal waters,water depth 450,1928,371,28,531,26,AAR-29805,2.23,24,231,,23/12/2023 09:34
2617,-62.85,74.6167,-44,26,Pearce et al 2023,W. Greenland,Greenland coastal waters,water depth 275,1928,401,28,561,26,AAR-29786,2.92,24,231,,23/12/2023 09:34
2618,-58.1333,73.2,-8,27,Pearce et al 2023,st 64,Greenland coastal waters,water depth 850,1928,437,29,597,27,AAR-29791,3.96,24,231,,23/12/2023 09:34
2619,-58.2333,68.2833,-56,25,Pearce et al 2023,St 160.,Greenland coastal waters,water depth 410,1928,389,27,549,25,AAR-29790,5.25,24,231,,23/12/2023 09:34
2620,-56.6333,66.5833,-32,24,Pearce et al 2023,st32,Greenland coastal waters,water depth 599,1895,488,26,587,24,AAR-29792,5.44,24,231,,23/12/2023 09:34
2621,-20.0333,66.8333,-38,25,Pearce et al 2023,st 128,Greenland coastal waters,water depth 365,1896,482,27,580,25,AAR-29794,2.52,24,231,,23/12/2023 09:34
2622,-18.3833,74.5833,7,28,Pearce et al 2023,Greenland S of Little Pendulum Island,Greenland coastal waters,water depth 21,1899,525,30,622,28,AAR-27945,-1.46,26,231,,23/12/2023 09:34
2623,-76.3333,76.6667,79,22,Pearce et al 2023,st 114,Greenland coastal waters,water depth 85,1928,523,24,683,22,AAR-29797,2.73,26,231,,23/12/2023 09:34
2624,-54.5,68,-172,26,Pearce et al 2023,Davis strait,Greenland coastal waters,water depth 36,1870,345,28,469,26,AAR-29753,5.05,26,231,,23/12/2023 09:34
2625,-52.85,63.5833,-100,21,Pearce et al 2023,Davis Strait,Greenland coastal waters,water depth 79,1871,415,23,540,21,AAR-30467,0,710,231,,23/12/2023 09:34
2626,-61.8333,66.55,81,26,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 15,1894,602,28,701,26,AAR-36970,0,711,231,,23/12/2023 09:34
2627,-55,62.1,-149,27,Pearce et al 2023,Station 180,Greenland coastal waters,water depth 2750,1928,296,29,456,27,AAR-29764,3.1,712,231,,23/12/2023 09:34
2628,-54.5167,65.5667,-87,29,Pearce et al 2023,st29,Greenland coastal waters,water depth 128,1895,436,30,535,29,AAR-29780,0.38,713,231,,23/12/2023 09:34
2629,-54.5167,65.5667,-109,30,Pearce et al 2023,st29,Greenland coastal waters,water depth 128,1895,411,31,510,30,AAR-29780,-2.02,713,231,,23/12/2023 09:34
2630,-54.4833,71.35,-72,29,Pearce et al 2023,st139,Greenland coastal waters,water depth 47,1928,373,31,533,29,AAR-29781,2.99,714,231,,23/12/2023 09:34
2631,-51.7667,46.2167,-12,24,Pearce et al 2023,Newfoundland Grand Banks,Greenland coastal waters,water depth 59,1871,503,26,628,24,AAR-36941,0,715,231,,23/12/2023 09:34
2632,-54.1167,68.2333,-94,23,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 240,1871,421,25,546,23,AAR-30464,0,716,231,,23/12/2023 09:34
2633,-27.2833,73.1,-22,35,Pearce et al 2023,Greenland 1899#35 - K. Frans Joseph Fjor,Greenland coastal waters,water depth 9,1899,496,36,593,35,AAR-27950,-7.51,60,231,,23/12/2023 09:34
2634,-54.4833,71.35,-55,25,Pearce et al 2023,st139 Ler Sigsbeetrawl,Greenland coastal waters,water depth 47,1928,390,27,550,25,AAR-29793,1.54,60,231,,23/12/2023 09:34
2635,-18.3833,74.5833,30,26,Pearce et al 2023,Greenland1899#20 - S of Little Pendulum,Greenland coastal waters,water depth 21,1899,548,28,645,26,AAR-27956,2.21,717,231,,23/12/2023 09:34
2636,-54.8333,68,-83,23,Pearce et al 2023,Islands Falk st 8,Greenland coastal waters,water depth 25,1926,369,25,522,23,AAR-29772,6.42,718,231,,23/12/2023 09:34
2637,-52.4333,63.7833,-106,25,Pearce et al 2023,Davis Strait,Greenland coastal waters,water depth 64,1871,409,27,534,25,AAR-30460,0,718,231,,23/12/2023 09:34
2638,-59.8333,72.0667,-76,27,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 415,1871,439,28,564,27,AAR-29646,-1.65,719,231,,23/12/2023 09:34
2639,-56.6333,66.5833,-72,27,Pearce et al 2023,st 32,Greenland coastal waters,water depth 599,1895,448,28,547,27,AAR-29779,3.9,720,231,,23/12/2023 09:34
2640,-77.1667,72.6333,169,25,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 30,1894,690,27,789,25,AAR-29757,6.8,721,231,,23/12/2023 09:34
2641,-59.8333,72.0667,-56,42,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 409,1871,459,43,584,42,AAR-36935,0,722,231,,23/12/2023 09:34
2642,-26.6333,72.7167,-43,27,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 45,1899,475,29,572,27,AAR-29785,1.98,108,231,,23/12/2023 09:34
2643,-20.3333,74.1667,49,38,Pearce et al 2023,St. 21 S.O fr. Clavening-on,Greenland coastal waters,water depth 30,1899,567,39,664,38,AAR-29787,1,108,231,,23/12/2023 09:34
2644,-59.8333,72.0667,57,31,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 415,1871,572,32,697,31,AAR-29748,-2.19,723,231,,23/12/2023 09:34
2645,-80.8833,76.1333,94,24,Pearce et al 2023,St 116,Greenland coastal waters,water depth 80,1928,538,26,698,24,AAR-29801,2.36,131,231,,23/12/2023 09:34
2646,-76.3333,76.6667,85,28,Pearce et al 2023,st 114,Greenland coastal waters,water depth 85,1928,529,30,689,28,AAR-29802,1.02,131,231,,23/12/2023 09:34
2647,-69.6333,76.4167,-17,24,Pearce et al 2023,St 107,Greenland coastal waters,water depth 165,1928,428,26,588,24,AAR-29803,3.5,131,231,,23/12/2023 09:34
2648,-56.6667,73.9167,-92,28,Pearce et al 2023,Haunen pa Vestsiden af Kugdller Korsuit-,Greenland coastal waters,water depth 20,1931,348,30,512,28,AAR-29798,0.67,131,231,,23/12/2023 09:34
2649,-57.6,72.5333,-18,32,Pearce et al 2023,st 61,Greenland coastal waters,water depth 190,1928,427,34,587,32,AAR-29788,2.01,131,231,,23/12/2023 09:34
2650,-54.4833,71.35,-13,28,Pearce et al 2023,st 139,Greenland coastal waters,water depth 47,1928,432,30,592,28,AAR-29789,3.19,131,231,,23/12/2023 09:34
2651,-52.4167,64.0333,13,28,Pearce et al 2023,fyllas banke,Greenland coastal waters,water depth 85,1926,464,30,617,28,AAR-29799,0,131,231,,23/12/2023 09:34
2652,-27.2833,73.1,-29,31,Pearce et al 2023,kaiser frans joseph fjord,Greenland coastal waters,water depth 6,1899,489,33,586,31,AAR-29800,-2.13,131,231,,23/12/2023 09:34
2653,-22.5167,70.8333,173,25,Pearce et al 2023,"Greenland 1899#30 - Scoresby Sound, Harr",Greenland coastal waters,water depth 25,1899,691,27,788,25,AAR-27952,3.73,724,231,,23/12/2023 09:34
2654,-22.5833,70.45,18,26,Pearce et al 2023,"Greenland 1899#29 - Scoresby Sound, Cape",Greenland coastal waters,water depth 18,1899,536,28,633,26,AAR-27953,2.46,725,231,,23/12/2023 09:34
2655,-22.5167,70.8333,240,38,Pearce et al 2023,"Greenland 1899#30 - Scoresby Sound, Harr",Greenland coastal waters,water depth 25,1899,758,39,855,38,AAR-27955,1.25,725,231,,23/12/2023 09:34
2656,-23.25,73.2667,131,27,Pearce et al 2023,"SweArc1899#44 - K. Franz Joseph fjord, s",Greenland coastal waters,water depth 36,1899,649,29,746,27,AAR-27954,1.83,725,231,,23/12/2023 09:34
2657,-52.4667,46.9333,-158,23,Pearce et al 2023,Newfoundland Grand Banks,Greenland coastal waters,water depth 91,1871,357,25,482,23,AAR-36966,0,726,231,,23/12/2023 09:34
2658,-19.3333,75.9167,-99,22,Pearce et al 2023,East Greenland,Greenland coastal waters,water depth 150,1900,420,24,516,22,AAR-36964,0,727,231,,23/12/2023 09:34
2659,-69.6667,76.4167,-66,25,Pearce et al 2023,St 107,Greenland coastal waters,water depth 160,1928,379,27,539,25,AAR-29784,4.24,140,231,,23/12/2023 09:34
2660,-20.3667,70.45,-77,26,Pearce et al 2023,"St. 29. Scoresby Sund, Cap levant?",Greenland coastal waters,water depth 15,1899,441,28,538,26,AAR-29776,4.07,140,231,,23/12/2023 09:34
2661,-27.2833,73.1,1,30,Pearce et al 2023,St 35 Kaiser Frans Joseph - Fjord,Greenland coastal waters,water depth 5,1899,519,32,616,30,AAR-29783,1.06,140,231,,23/12/2023 09:34
2662,-21.2167,73.4333,-39,24,Pearce et al 2023,St. 23 Cap Benett,Greenland coastal waters,water depth 10,1899,479,26,576,24,AAR-29778,3.74,140,231,,23/12/2023 09:34
2663,-18.3833,74.5833,27,26,Pearce et al 2023,St. 20 F. om Lilla Pendulum Øn,Greenland coastal waters,water depth 20,1899,545,28,642,26,AAR-29777,7.49,140,231,,23/12/2023 09:34
2664,-52.8333,65.4167,-81,27,Pearce et al 2023,"SwedArc1870#1899, sukkertoppen, stones",Greenland coastal waters,water depth 32,1870,436,28,560,27,AAR-29760,5.65,728,231,,23/12/2023 09:36
2665,-66.3,64.9333,-42,23,Pearce et al 2023,Baffin Bay,Greenland coastal waters,NA,1894,479,25,578,23,AAR-30455,0,729,231,,23/12/2023 09:36
2666,-76.3333,76.6667,-20,24,Pearce et al 2023,St 114,Greenland coastal waters,water depth 85,1928,425,26,585,24,AAR-29773,6.99,148,231,,23/12/2023 09:36
2667,-73.9333,71.95,117,28,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 41,1894,638,30,737,28,AAR-29743,6.79,149,231,,23/12/2023 09:36
2668,-74.3333,72.1333,220,26,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 55,1894,741,28,840,26,AAR-29744,6.52,149,231,,23/12/2023 09:36
2669,-52.4333,63.7833,-116,28,Pearce et al 2023,Davis strait,Greenland coastal waters,water depth 64,1871,399,29,524,28,AAR-29647,3.2,152,231,,23/12/2023 09:36
2670,-7.4167,66.3833,-49,28,Pearce et al 2023,st 104 N. Atlantic,Greenland coastal waters,water depth 1802,1896,471,29,569,28,AAR-29775,5.03,730,231,,23/12/2023 09:36
2671,-8.3833,69.2167,-17,24,Pearce et al 2023,st. 117 N Atlantic dybhav,Greenland coastal waters,water depth 1889,1896,503,26,601,24,AAR-29774,5.56,730,231,,23/12/2023 09:36
2672,-73.9333,71.95,224,30,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 23,1894,745,32,844,30,AAR-29750,5.77,474,231,,23/12/2023 09:36
2673,-74.3333,72.1333,246,27,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 55,1894,767,29,866,27,AAR-29648,7.32,474,231,,23/12/2023 09:36
2674,-77.1667,72.6333,210,28,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 30,1894,731,30,830,28,AAR-29749,4.93,474,231,,23/12/2023 09:36
2675,-14.8167,72.7,-21,20,Pearce et al 2023,Atlantic,Greenland coastal waters,water depth 2000,1900,498,22,594,20,AAR-30469,0,731,231,,23/12/2023 09:36
2676,-58.9333,71.1667,-80,22,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 364,1871,435,24,560,22,AAR-30463,0,732,231,,23/12/2023 09:36
2677,-58.6333,70,-1,23,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 364,1871,514,25,639,23,AAR-30462,0,732,231,,23/12/2023 09:36
2678,-78.9333,71.95,267,27,Pearce et al 2023,Baffin Bay,Greenland coastal waters,water depth 64,1894,788,29,887,27,AAR-29745,8.24,733,231,,23/12/2023 09:36
2679,-80.8833,76.1333,20,25,Pearce et al 2023,st 116,Greenland coastal waters,water depth 80,1928,464,27,624,25,AAR-29766,8.16,733,231,,23/12/2023 09:36
2680,-54.4833,71.35,-93,27,Pearce et al 2023,st 139,Greenland coastal waters,water depth 47,1928,352,29,512,27,AAR-29767,8.26,733,231,,23/12/2023 09:36
2681,-55.5,69.6833,-136,27,Pearce et al 2023,Station 48,Greenland coastal waters,water depth 120,1928,309,29,469,27,AAR-29765,4.99,733,231,,23/12/2023 09:36
2682,-22.5167,70.8333,-25,33,Pearce et al 2023,Greenland 1899#32 - Greenland,Greenland coastal waters,water depth 9,1899,493,34,590,33,AAR-27951,1.5,212,231,,23/12/2023 09:36
2683,-18.3833,74.5833,98,36,Pearce et al 2023,Greenland1899#20 - S of Little Pendulum,Greenland coastal waters,water depth 21,1899,616,37,713,36,AAR-27944,0.99,212,231,,23/12/2023 09:36
2684,-48.4,61.1667,-74,24,Pearce et al 2023,"South Greenland, Arsukfjord",Greenland coastal waters,water depth 127,1865,442,26,570,24,AAR-29752,4.63,212,231,,23/12/2023 09:36
2685,-74.3333,72.1333,220,31,Pearce et al 2023,"Canada, Baffin Bay",Greenland coastal waters,water depth 101,1894,741,33,840,31,AAR-29742,6.41,734,231,,23/12/2023 09:36
2686,-35.5333,65.6667,-52,24,Pearce et al 2023,"Greenland, east coast",Greenland coastal waters,water depth 58,1883,465,26,579,24,AAR-29741,7.28,734,231,,23/12/2023 09:36
2687,-55.0167,69.6833,-131,32,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 70,1928,314,34,474,32,AAR-29762,5.37,735,231,,23/12/2023 09:36
2688,-52.8333,69.2833,24,27,Pearce et al 2023,"Tjalfe#117-118, disco bay",Greenland coastal waters,water depth 410,1908,520,29,633,27,AAR-29761,4.41,736,231,,23/12/2023 09:36
2689,-78.8,73.7167,546,25,Pearce et al 2023,Greenland,Greenland coastal waters,water depth 20,1894,1067,27,1166,25,AAR-30472,0,737,231,,23/12/2023 09:36
2690,-53.55,65.1833,-103,24,Pearce et al 2023,Davis Strait,Greenland coastal waters,water depth 88,1871,412,26,537,24,AAR-30471,0,737,231,,23/12/2023 09:36
2691,-23.25,73.2667,163,23,Pearce et al 2023,"SweArc1899#44 - K. Franz Joseph fjord, s",Greenland coastal waters,water depth 36,1899,681,25,778,23,AAR-27947,6.05,738,231,,23/12/2023 09:36
2692,-23.25,73.2667,1141,27,Pearce et al 2023,"SweArc1899#44 - K. Franz Joseph fjord, s",Greenland coastal waters,water depth 36,1899,1659,29,1756,27,AAR-27948,0.21,739,231,,23/12/2023 09:36
2693,-22.9333,72.75,115,24,Pearce et al 2023,Greenland 1899#39 - Greenland,Greenland coastal waters,water depth 60,1899,633,26,730,24,AAR-27940,-7.52,740,231,,23/12/2023 09:36
2694,-22.4833,70.7167,164,23,Pearce et al 2023,Greenland 1899#33 - Greenland,Greenland coastal waters,water depth 70,1899,682,25,779,23,AAR-27941,-4.98,741,231,,23/12/2023 09:36
2695,-22.5167,70.8333,395,29,Pearce et al 2023,"Greenland 1899#30 - Scoresby Sound, Harr",Greenland coastal waters,water depth 25,1899,913,31,1010,29,AAR-27942,-4.76,741,231,,23/12/2023 09:36
2696,-25.7,73.25,716,30,Pearce et al 2023,Greenland 1899#36 - K. Frans Joseph Fjor,Greenland coastal waters,water depth 760,1899,1234,32,1331,30,AAR-27943,-10.74,741,231,,23/12/2023 09:36
2697,-57,55.0833,-50,26,Pearce et al 2023,ca 20 somil fra Hamilton Inlet. Labrador,Greenland coastal waters,water depth 314,1928,395,28,555,26,AAR-29763,4.07,742,231,,23/12/2023 09:36
2698,-22.4833,70.7167,64,38,Pearce et al 2023,Greenland 1899#33 - Greenland,Greenland coastal waters,water depth 70,1899,582,39,679,38,AAR-27946,-0.36,743,231,,23/12/2023 09:36
3380,159,-8,-195,49,Schmidt et al 2004,Solomon Islands,South Pacific,,1950,209,50,408,49,AA-,-1.5,401,234,3591,18/03/2025 10:04
3379,120.4833,17.9833,-162,25,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1945,253,27,441,25,YAUT-032802,,288,233,,09/01/2025 14:52
3378,120.4833,17.9833,-102,32,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1945,312,34,501,32,YAUT-032818,,288,233,,09/01/2025 14:52
3377,120.4833,17.9833,-122,28,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1946,291,30,481,28,YAUT-032817,,288,233,,09/01/2025 14:52
3376,120.4833,17.9833,-157,25,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1946,255,27,446,25,YAUT-032804,,288,233,,09/01/2025 14:52
3375,120.4833,17.9833,-116,26,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1947,294,28,487,26,YAUT-032819,,288,233,,09/01/2025 14:52
3374,120.4833,17.9833,-140,34,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1947,269,36,463,34,YAUT-032816,,288,233,,09/01/2025 14:52
3373,120.4833,17.9833,-206,26,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1948,202,28,397,26,YAUT-032812,,288,233,,09/01/2025 14:52
3372,120.4833,17.9833,-89,25,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1948,318,27,514,25,YAUT-032813,,288,233,,09/01/2025 14:52
3371,120.4833,17.9833,-132,27,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1949,274,29,471,27,YAUT-032807,,288,233,,09/01/2025 14:52
3370,120.4833,17.9833,-199,36,"Hirabayashi, et al, 2019",Luzon,northwestern coast of Philippines,water depth of 4.8m,1949,206,38,404,36,YAUT-032815,,288,233,,09/01/2025 14:52
40,-68.8,76.57,-190,57,"Mörner, N.-:1990",Thule,,l,1940,243,58,413,57,K-383,,155,107,,14/09/2024 14:59
39,-56.17,72.78,-189,44,"Mörner, N.-:1990",Upernavik,,l,1936,254,46,414,44,K-382,,155,107,,14/09/2024 14:59
3369,-60.225,-62.6181,733,15,"Divola et al, 2024",Walker Bay. Livingston Island,Antarctica,,1910,1222,18,1340,15,UCIAMS-270242,-19,382,232,,10/07/2024 14:09
3368,-62.6215,-64.6866,413,20,"Divola et al, 2024",Cuverville Island,Antarctica,,1910,902,22,1020,20,UCIAMS-270264,-19.7,382,232,,10/07/2024 14:09
3367,-63.6633,-64.888,573,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,1062,18,1180,15,UCIAMS-270263,-21.2,376,232,,10/07/2024 14:09
3366,-63.6633,-64.888,388,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,877,18,995,15,UCIAMS-270262,-17.5,302,232,,10/07/2024 14:09
3365,-63.6633,-64.888,363,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,852,18,970,15,UCIAMS-270261,-19.3,302,232,,10/07/2024 14:09
3364,-63.6633,-64.888,328,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,817,18,935,15,UCIAMS-270260,-19,382,232,,10/07/2024 14:09
3363,-63.6633,-64.888,538,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,1027,18,1145,15,UCIAMS-270259,-20.2,302,232,,10/07/2024 14:09
3362,-63.6633,-64.888,198,20,"Divola et al, 2024",Jougla Point,Antarctica,,1910,687,22,805,20,UCIAMS-270258,-16.5,302,232,,10/07/2024 14:09
3361,-63.6633,-64.888,253,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,742,18,860,15,UCIAMS-270257,-17,302,232,,10/07/2024 14:09
3360,-63.6633,-64.888,178,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,667,18,785,15,UCIAMS-270256,-15.9,302,232,,10/07/2024 14:09
3359,-63.6633,-64.888,528,15,"Divola et al, 2024",Jougla Point,Antarctica,,1910,1017,18,1135,15,UCIAMS-270255,-19,382,232,,10/07/2024 14:09
3358,-60.7877,-63.8921,458,15,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,947,18,1065,15,UCIAMS-270254,-20.4,302,232,,10/07/2024 14:09
3357,-60.7877,-63.8921,348,15,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,837,18,955,15,UCIAMS-270253,-18.8,302,232,,10/07/2024 14:09
3356,-60.7877,-63.8921,453,15,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,942,18,1060,15,UCIAMS-270252,-18.4,382,232,,10/07/2024 14:09
3355,-60.7877,-63.8921,563,15,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,1052,18,1170,15,UCIAMS-270251,-21,376,232,,10/07/2024 14:09
3354,-60.7877,-63.8921,463,20,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,952,22,1070,20,UCIAMS-270250,-18.8,382,232,,10/07/2024 14:09
3353,-60.7877,-63.8921,388,20,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,877,22,995,20,UCIAMS-270249,-17.5,382,232,,10/07/2024 14:09
3352,-60.7877,-63.8921,583,20,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,1072,22,1190,20,UCIAMS-270248,-21.4,376,232,,10/07/2024 14:09
3351,-60.7877,-63.8921,573,20,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,1062,22,1180,20,UCIAMS-270247,-20.9,376,232,,10/07/2024 14:09
3350,-60.7877,-63.8921,503,15,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,992,18,1110,15,UCIAMS-270246,-17.6,382,232,,10/07/2024 14:09
3349,-60.7877,-63.8921,573,15,"Divola et al, 2024",Mikkelsen Harbor,Antarctica,,1910,1062,18,1180,15,UCIAMS-270245,-20.6,382,232,,10/07/2024 14:09
