z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
85,113,At,,,,,,0,,,(3+),4.2,,2,s,4.2,0.2,A,90,10,EC+B+,10,10,,,,,,,-0.6,0.3,-5478.4271,14.2879,-16290.4330,16.9194,6889.3574,1.8798,8764.531,18.101,8424.8099,9.3691,604.6394,11.0130,7769.3446,0.0248,197992797.864,5.265,-6708.747,4.904,N,1967,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2023-10-18
85,114,At,,,,,,0,,,(9/2-),7.03,,15,s,7.03,0.15,A,90,5,EC+B+,10,5,,,,,,,-1,0.5,-7263.5308,9.0686,-15664.3758,14.4597,6777.2734,1.1509,6415.452,7.646,10185.9487,7.2832,639.0701,18.2372,7781.4883,0.0271,198990527.715,5.780,-8823.377,5.384,N,1967,15-Oct-2006,BALRAJ SINGH,2023-10-18
85,115,At,,,,,,0,,,(3+),43,,1,s,43,1,A,52,3,EC+B+,48,3,,,,,4.28,0.15,-0.5,0.5,-4987.4394,25.1411,-15499.3652,25.5299,6596.2229,1.3399,7953.789,25.612,8235.8344,25.0504,1038.0359,25.0601,7783.7601,0.1223,199990351.099,26.264,-8987.894,24.465,N,1963,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2023-10-18
85,116,At,,,,,,0,,,9/2-,87.6,,13,s,87.6,1.3,A,71,7,EC+B+,29,7,,,,,4.01,0.07,-1,0.5,-6682.0288,13.0163,-14860.3052,10.0265,6472.8382,1.5677,5731.725,9.56,9872.8659,25.7976,1136.7291,11.1544,7794.1536,0.0407,200988417.058,8.786,-10789.441,8.184,N,1963,20-Sep-2022,F.G. KONDEV,2023-10-18
85,117,At,,,,,,0,,,(2+ 3+),184,,1,s,184,1,EC+B+,63,7,A,37,7,,,,,,,-0.5,0.3,-4320.5458,32.6924,-14559.0118,29.3987,6353.8287,1.3377,7346.463,28.931,7876.9830,28.7894,1362.9113,28.0404,7794.5637,0.1366,201988625.686,29.631,-10595.106,27.601,N,1961,1-May-2007,S. ZHU and F.G. KONDEV,2023-10-18
85,118,At,,,,,,0,,,9/2-,7.4,,2,m,444,12,EC+B+,69,3,A,31,3,,,,,4,0.07,-0.7,0.4,-5978.5623,12.1098,-13959.3646,20.4768,6210.0934,0.8401,5148.212,11.592,9638.8188,29.5752,1510.0090,13.7000,7803.6487,0.0523,202986942.904,11.404,-12162.607,10.623,N,1951,4-Jul-2021,F.G. KONDEV,2023-10-18
85,119,At,,,,,,0,,,7+,9.12,,11,m,547.2,6.6,EC+B+,96.09,0.16,A,3.91,0.16,,,,,4.82,0.18,-0.6,0.3,-3905.136,23.8592,-13762.5248,23.4020,6070.4062,1.2240,6465.793,24.805,7783.9625,25.0338,1853.4039,23.1380,7803.5522,0.1111,203987251.393,24.335,-11875.252,22.668,N,1961,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2023-10-18
85,120,At,,,,,,0,,,9/2-,26.9,,8,m,1614,48,EC+B+,90,2,A,10,2,,,,,4.09,0.07,-0.6,0.3,-5274.7547,13.0777,-13085.7215,14.1571,6019.571,1.7179,4536.879,15.701,9180.5855,25.6741,1932.4446,15.6997,7810.2694,0.0588,204986060.546,12.941,-12984.519,12.055,N,1951,20-Apr-2020,F.G. KONDEV,2023-10-18
85,121,At,,,,,,0,,,(5)+,30.6,,8,m,1836,48,EC+B+,99.1,0.08,A,0.9,0.08,,,,,4.37,0.17,-0.4,0.2,-3306.4697,16.0227,-12800.9417,14.4490,5886.5504,4.9397,5749.28,14.11,7526.1870,18.0833,2206.9607,16.8579,7808.8904,0.0657,205986645.768,14.523,-12439.388,13.529,N,1961,31-Jan-2008,F.G. KONDEV,2023-10-18
85,122,At,,,,,,0,,,9/2-,1.81,,3,h,6516,108,EC+B+,91.4,1,A,8.6,1,,,,,4.13,0.07,-0.5,0.3,-4592.74,13.2815,-12165.8816,15.0879,5872.4955,3.0592,3918.218,14.08,8859.4119,18.3401,2327.7845,13.0379,7813.9653,0.0599,206985799.715,13.318,-13227.482,12.406,N,1951,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2023-10-18
85,123,At,,,,,,0,,,6+,1.63,,3,h,5868,108,EC+B+,99.45,0.06,A,0.55,0.06,,,,,4.46,0.18,-0.4,0.3,-2814.5118,13.5215,-11906.4775,10.1032,5751.1098,2.1630,4999.306,9.076,7313.7374,15.2745,2613.1718,11.1299,7811.5604,0.0429,207986613.011,9.577,-12469.901,8.921,N,1950,1-Jun-2007,M. J. MARTIN,2023-10-18
85,124,At,,,,,,0,,,9/2-,5.42,,5,h,19512,180,EC+B+,95.9,0.5,A,4.1,0.5,,,,,4.12,0.07,-0.4,0.2,-3942.7237,11.0298,-11299.7018,11.1763,5756.8804,1.9932,3482.242,5.067,8485.1900,10.1036,2703.5369,4.9288,7814.7835,0.0227,208986168.701,5.094,-12883.773,4.745,N,1951,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2023-10-18
85,125,At,,,,,,0,,,(5)+,8.1,,4,h,29160,1440,EC+B+,99.825,0.02,A,0.175,0.02,,,,,4.72,0.16,-0.4,0.2,-2367.3352,8.9225,-11102.3680,12.5809,5631.1855,0.9824,3980.961,7.78,7159.6442,8.9809,2895.0556,7.7307,7811.6638,0.0366,209987147.423,8.261,-11972.099,7.695,N,1949,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2023-10-18
85,126,At,,,,,,0,,,9/2-,7.214,,7,h,25970.4,25.2,EC,58.2,0.08,A,41.8,0.08,,,,,4.14,0.04,,,-2891.8615,6.8937,-10113.7452,5.2769,5982.4474,1.3040,785.301,3.004,7746.4100,8.0052,2983.1025,2.4851,7811.3545,0.0129,210987496.226,2.929,-11647.191,2.729,N,1940,28-FEB-2013,B. SINGH and  S. SINGH and  H.X. Nguyen and  M. Patial,2023-10-18
85,127,At,,,,,,0,,,(1-),0.314,,3,s,0.314,0.003,A,100,,,,,,,,,,,,,31.0705,3.5927,-7944.1372,7.0039,7817.0863,0.6116,1741.259,2.649,5052.2757,3.0713,3484.6275,2.1639,7798.34,0.0113,211990737.301,2.559,-8628.149,2.385,N,1954,1-Aug-2020,K. Auranen and E.A. McCutchan,2023-10-18
85,128,At,,,,,,0,,,9/2-,125,,6,ns,0.000000125,0.000000006,A,100,,,,,,,,,,,,,-883.5727,5.7243,-5991.6203,5.5868,9254.1513,4.7039,73.997,5.772,6022.6908,5.0940,3499.0843,4.7689,7790.0036,0.0230,212992936.593,5.258,-6579.522,4.898,N,1968,1-Jan-2022,M. S. Basunia,2023-10-18
85,129,At,,,,,,0,,,1-,558,,10,ns,0.000000558,0.00000001,A,100,,,,,,,,,,,,,940.5125,9.8827,-5754.5207,4.9633,8987.8374,3.7414,1090.821,4.237,4870.9480,6.0109,4014.6038,4.6624,7776.3632,0.0186,213996372.331,4.274,-3379.151,3.982,N,1949,1-May-2021,Shaofei Zhu and E. A. McCutchan,2023-10-18
85,130,At,,,,,,0,,,9/2-,0.10,,2,ms,0.0001,0.00002,A,100,,,,,,,,,,,,,-87.5935,8.9062,-5008.2375,11.2531,8177.6168,3.7845,-714.812,6.96,5948.7500,7.6202,4075.5822,6.6568,7767.8627,0.0308,214998651.002,7.116,-1256.583,6.629,N,1944,23-SEP-2013,S.K. Basu and  G. Mukherjee and  B. Singh and  S. Bhattacharya and  A. De and  D. Mondal,2023-10-18
85,131,At,,,,,,0,,,1-,0.30,,3,ms,0.0003,0.00003,A,100,,B-,0.006,,EC,0.0000003,,,,,,,2003.3657,6.6383,-4645.6500,6.9215,7949.705,3.0567,474.342,4.009,4558.0565,7.4176,4490.5224,3.9898,7753.0024,0.0166,216002422.643,3.837,2256.678,3.575,N,1948,1-Mar-2007,S. -C. WU,2023-10-18
85,132,At,,,,,,0,,,9/2-,32.6,,3,ms,0.0326,0.0003,A,99.993,0.003,B-,0.007,0.003,,,,,3.8,0.2,-1.4,0.08,736.032,6.1505,-3930.0323,7.5731,7201.3529,1.2191,-1488.854,8.236,5933.3980,6.0287,4676.7087,5.1115,7744.6172,0.0230,217004717.794,5.368,4394.598,5.001,N,1947,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2023-10-18
85,133,At,,,,,,0,,,(3- 2-),1.28,,6,s,1.28,0.06,A,99.95,0.05,B-,0.05,0.05,,,,,,,0.6,0.4,2882.8048,11.6054,-3629.6660,12.1395,6876.0822,2.5858,-256.434,11.67,4365.6980,12.4860,5072.2052,13.1953,7729.1175,0.0528,218008695.941,12.349,8100.218,11.503,N,1943,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2023-10-18
85,134,At,,,,,,0,,,(9/2-),56,,4,s,56,4,A,93.6,1,B-,6.4,1,,,,,,,-1.17,0.06,1566.6838,2.9473,-2892.7103,3.9123,6341.8333,4.8314,-2285.34,16.16,5775.5152,11.9105,5249.6015,3.5137,7720.197,0.0148,219011160.587,3.474,10396.021,3.237,N,1953,19-May-2021,Balraj Singh et al. and ,2023-10-18
85,135,At,,,,,,0,,,3,3.71,,4,m,222.6,2.4,B-,92,2,A,8,2,,,,,,,,,3763.755,14.0896,-2524.9070,14.1293,6076.8447,17.8934,-887.714,22.549,4091.5908,14.3424,5594.5833,21.1184,7703.7033,0.0635,220015433,15.000,14375.748,13.972,N,1989,31-Oct-2010,E. BROWNE and  J. K. TULI,2023-10-18
85,136,At,,,,,,0,,,,2.3,,2,m,138,12,B-,100,,,,,,,,,,,,,2311.375,15.0957,-1900.5823,14.0896,5627.8506,22.5491,-2991.028,24.039,5664.3373,19.7600,5769.7042,22.5491,7694.4754,0.0632,221018017,15.000,16782.729,13.972,N,1989,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2023-10-18
85,137,At,,,,,,0,,,,54,,10,s,54,10,B-,100,,,,,,,,,,,,,4581.0714,15.9542,-1589.6440,16.8349,5312.0741,31.3126,-1533.24,43.07,3901.0190,21.1184,6109.6995,25.1676,7677.3878,0.0713,222022494,17.000,20953.028,15.835,N,1989,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2023-10-18
85,138,At,,,,,,0,,,,50,,7,s,50,7,B-,100,,,,,,,,,,,,,3038.2698,16.0129,-1015.2669,14.1070,4683,201,-3650.992,196.497,5596.3382,21.1184,6347.2305,42.4214,7668.0557,0.0627,223025151,15.000,23428.008,13.972,N,1989,1-May-2001,E. BROWNE,2023-10-18
85,139,At,,,,,,0,,,,1.3,,+23-4,m,78,81,B-,,,,,,,,,,,,,,5265.9197,24.4153,-750.0384,23.6848,4327,301,-2198.982,197.271,3788.3082,26.3631,6656,197,7650.7354,0.0998,224029749,24.000,27711.018,22.356,N,2010,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2023-10-18
85,140,At,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,3765,300,-217,300,3675,424,-4280.0,424.2,5483,301,6900,358,7641,1,225032528,322,30300,300,Y,2010,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
85,141,At,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,5913,300,55,300,3285,424,-2889.0,500.8,3711,424,7209,424,7624,1,226037209,322,34660,300,Y,2010,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
85,142,At,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,B-N,,,,,,,,,,,4544,300,612,300,2765,500,-4851.0,500.8,5301,424,7407,500,7613,1,227040183,322,37430,300,Y,2010,15-Jan-2016,ICTP-2014 Workshop Group,2023-10-18
85,143,At,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,6637,400,923,400,2385,565,,,3622,500,7690,566,7596,2,228044960,429,41880,400,Y,2010,31-Dec-2012,KHALIFEH ABUSALEEM,2023-10-18
85,144,At,,,,,,0,,,,300,GT,,ns,0.0000003,,B-N,,,B-,,,,,,,,,,,5527,400,1575,400,,,,,5062,565,,,7585,2,229048191,429,44890,400,Y,2010,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
86,107,Rn,,,,,,0,,,,1.15,,27,ms,0.00115,0.00027,A,100,,,,,,,,,,,,,,,,,8039.9999,12.0000,9110.243,33.144,,,1171.7925,37.5170,7675.853,0.1301,193009707.973,26.958,9042.920,25.112,N,2006,31-Mar-2017,M. Shamsuzzoha Basunia,2023-10-18
86,108,Rn,,,,,,0,,,0+,0.78,,16,ms,0.00078,0.00016,A,100,,,,,,,,,,,,,,,,,7862.4159,10.2109,6441.114,28.807,11389.6146,30.1323,1497.0241,27.3032,7694.9961,0.0859,194006145.636,17.884,5724.624,16.659,N,2006,3-Sep-2021,Jun Chen and Balraj Singh,2023-10-18
86,109,Rn,,,,,,0,,,3/2-,6,,+3-2,ms,0.006,0.0025,A,100,,,,,,,,,,,,,,,,,7694.0999,51.1957,8520.584,52.565,8745.6567,54.3032,1522.1963,56.7786,7700.3841,0.2651,195005421.703,55.487,5050.285,51.686,N,2001,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2023-10-18
86,110,Rn,,,,,,0,,,0+,4.4,,+13-9,ms,0.0044,0.0011,A,99.9,0.2,EC+B+,0.06,,,,,,,,,,,,,,7616.7366,9.1879,5888.344,33.342,11146.4341,53.5613,1843.5029,17.0041,7717.966,0.0717,196002120.431,15.087,1975.169,14.054,N,1995,1-Jan-2006,Huang Xiaolong,2023-10-18
86,111,Rn,,,,,,0,,,(3/2-),65,,+25-14,ms,0.065,0.0195,A,100,,,,,,,,,,,,,-8743.5996,58.7110,,,7410.7546,7.1454,7865.623,18.054,8536.1188,21.4344,1865.4279,34.2984,7722.119,0.0822,197001621.446,17.383,1510.368,16.193,N,1995,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2023-10-18
86,112,Rn,,,,,,0,,,0+,65,,3,ms,0.065,0.003,EC+B+,,,A,,,,,,,,,,,-10808.0177,33.8991,-19555.6055,58.0074,7349.3816,3.6598,5478.427,14.288,10812.0059,21.0239,2164.0358,15.6147,7737.7245,0.0678,197998679.197,14.406,-1230.320,13.420,N,1984,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2023-10-18
86,113,Rn,,,,,,0,,,(3/2-),0.59,,3,s,0.59,0.03,A,94,,EC+B+,6,,,,,,,,,,-8331.2349,15.5446,-19208.8627,31.9735,7131.8922,4.0913,7263.531,9.068,8400.8450,15.2754,2140.0709,8.7920,7741.0568,0.0367,198998325.436,7.833,-1559.846,7.297,N,1980,15-Oct-2006,BALRAJ SINGH,2023-10-18
86,114,Rn,,,,,,0,,,0+,1.03,,+20-11,s,1.03,0.155,A,86,,EC+B+,14,,,,,,,,,,-10134.0327,31.0688,-18843.1608,14.8975,7043.3611,2.1381,4987.44,25.14,10511.9259,9.3162,2466.0481,7.9081,7754.9111,0.0290,199995705.335,6.217,-4000.454,5.792,N,1971,1-Jun-2022,F.G. KONDEV and  S. LALKOVSKI,2023-10-18
86,115,Rn,,,,,,0,,,(3/2-),7.0,,4,s,7,0.4,EC+B+,,,A,,,,,,,,,,,-7695.9856,13.5972,-18312.3092,32.1585,6860.7498,2.2816,6682.028,13.016,8178.2764,11.6613,2408.4901,26.4759,7757.0174,0.0504,200995590.511,10.865,-4107.413,10.121,N,1967,20-Sep-2022,F.G. KONDEV,2023-10-18
86,116,Rn,5.5521,0.0181,,,,0,,,0+,9.7,,1,s,9.7,0.1,A,78,8,EC+B+,22,8,,,,,,,,,-9376.0984,18.5296,-17934.4515,19.7331,6773.8018,1.8291,4320.545,32.692,10238.4659,20.2334,2774.0901,19.3374,7769.3018,0.0867,201993263.982,18.808,-6274.561,17.520,N,1967,1-May-2007,S. ZHU and F.G. KONDEV,2023-10-18
86,117,Rn,,,,,,0,,,3/2-,44.2,,16,s,44.2,1.6,A,66,9,EC+B+,34,9,,,,,-0.9555,0.0018,1.28,0.13,-7060.4572,8.5231,-17356.9007,8.3789,6629.8682,2.0824,5978.562,12.11,7980.8023,18.4579,2877.9094,28.2073,7770.3437,0.0286,202993361.155,6.242,-6184.045,5.815,N,1967,4-Jul-2021,F.G. KONDEV,2023-10-18
86,118,Rn,5.5568,0.0180,,,,0,,,0+,74.5,,14,s,74.5,1.4,A,72.4,0.9,EC+B+,27.6,0.9,,,,,,,,,-8577.4239,25.6840,-16917.8460,9.7083,6546.652,1.8199,3905.137,23.859,9857.3888,9.4424,3096.4795,12.9518,7780.5743,0.0365,203991443.729,7.991,-7970.115,7.444,N,1967,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2023-10-18
86,119,Rn,5.5569,0.0180,,,,0,,,5/2-,170,,4,s,170,4,EC+B+,75.4,0.9,A,24.6,0.9,,,,,0.798,0.0016,0.062,0.006,-6399.9479,9.3288,-16388.3907,25.1009,6386.486,1.8383,5274.755,13.082,7810.9668,8.9678,3123.4838,23.2304,7780.7226,0.0248,204991723.228,5.453,-7709.764,5.080,N,1967,20-Apr-2020,F.G. KONDEV,2023-10-18
86,120,Rn,5.5640,0.0178,,,,0,,,0+,5.67,,17,m,340.2,10.2,A,62,3,EC+B+,38,3,,,,,6.6,0.4,,,-7886.0592,29.1075,-15894.4199,11.6203,6383.7351,1.6439,3306.47,16.02,9494.4720,9.9558,3437.3703,14.7965,7789.0417,0.0417,205990195.409,9.223,-9132.918,8.591,N,1954,31-Jan-2008,F.G. KONDEV,2023-10-18
86,121,Rn,5.5652,0.0178,,,,0,,,5/2-,9.25,,17,m,555,10.2,EC+B+,79,3,A,21,3,,,,,0.8124,0.0016,0.22,0.02,-5785.7211,18.1857,-15459.2008,28.2120,6251.1611,1.6269,4592.74,13.28,7573.1416,9.8131,3484.3248,14.3355,7787.9987,0.0229,206990730.224,5.090,-8634.742,4.742,N,1954,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2023-10-18
86,122,Rn,5.5725,0.0177,,,,0,,,0+,24.35,,14,m,1461,8.4,A,62,7,EC+B+,38,7,,,,,,,,,-6990.4614,15.4656,-14877.6867,20.2851,6260.7403,1.6650,2814.512,13.523,9091.9656,11.2149,3716.8786,16.0340,7794.2678,0.0489,207989634.513,10.910,-9655.389,10.163,N,1955,1-Jun-2007,M. J. MARTIN,2023-10-18
86,123,Rn,5.5743,0.0177,,,,0,,,5/2-,28.8,,10,m,1728,60,EC+B+,83,2,A,17,2,,,,,0.8348,0.0012,0.31,0.03,-5158.9051,15.2153,-14347.4395,15.3326,6155.4331,1.9512,3942.724,11.033,7356.9781,14.2258,3760.1193,13.3709,7792.1755,0.0477,208990401.389,10.692,-8941.049,9.960,N,1952,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2023-10-18
86,124,Rn,5.5813,0.0177,,,,0,,,0+,2.4,,1,h,8640,360,A,96,1,EC+B+,4,1,,,,,12.16,0.11,,,-6261.2558,14.1720,-13893.9378,12.3713,6158.9884,2.1626,2367.335,8.943,8735.0327,10.9519,4009.9620,6.5675,7796.6653,0.0217,209989688.862,4.892,-9604.764,4.557,N,1952,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2023-10-18
86,125,Rn,5.5850,0.0176,,,,0,,,1/2-,14.6,,2,h,52560,720,EC,72.6,1.7,A,27.4,1.7,,,,,0.5984,0.0012,,,-4615.0152,13.7862,-13483.1396,15.0444,5965.4548,1.4416,2891.861,7.339,7221.8838,8.1742,4072.2015,10.1512,7793.9412,0.0323,210990600.767,7.314,-8755.330,6.813,N,1952,28-FEB-2013,T.D. Johnson and  Y.J. Chen and  S. Enkhbold and  G. Khalil and  B. Yang,2023-10-18
86,126,Rn,5.5915,0.0176,,,,0,,,0+,23.9,,12,m,1434,72,A,100,,,,,,,,,15,0.4,,,-5143.221,9.3064,-12590.2228,12.3821,6385.072,2.6220,-31.07,3.91,7975.2076,7.3228,4300.9992,3.8300,7794.7963,0.0147,211990703.946,3.338,-8659.219,3.110,N,1950,1-Aug-2020,K. Auranen and E.A. McCutchan,2023-10-18
86,127,Rn,,,,,,0,,,(9/2+),19.4,,2,ms,0.0194,0.0002,A,100,,,,,,,,,9.86,0.08,,,-2141.7493,5.6996,-10251.2686,9.3965,8245.15,2.8629,883.573,5.945,5108.0476,4.3071,4356.7711,3.8030,7782.1824,0.0158,212993885.147,3.618,-5695.949,3.370,N,1967,1-Jan-2022,M. S. Basunia,2023-10-18
86,128,Rn,,,,,,0,,,0+,259,,3,ns,0.000000259,0.000000003,A,100,,,,,,,,,,,,,-3361.3369,12.4238,-8836.7826,10.2726,9208.4798,9.1150,-940.513,10.013,6695.0333,9.6509,5029.1135,10.2860,7777.1023,0.0429,213995362.65,9.862,-4319.664,9.187,N,1970,1-May-2021,Shaofei Zhu and E. A. McCutchan,2023-10-18
86,129,Rn,,,,,,0,,,9/2+,2.30,,10,us,0.0000023,0.0000001,A,100,,,,,,,,,,,,,-1487.1274,9.1890,-8281.9809,10.3464,8838.5865,5.9595,87.593,9.002,4920.6440,10.9029,5078.8095,7.0972,7763.8164,0.0283,214998745.037,6.538,-1168.990,6.090,N,1952,23-SEP-2013,S.K. Basu and  G. Mukherjee and  B. Singh and  S. Bhattacharya and  A. De and  D. Mondal,2023-10-18
86,130,Rn,,,,,,0,,,0+,45,,5,us,0.000045,0.000005,A,100,,,,,,,,,,,,,-2717.7096,6.9366,-8136.1431,8.9789,8197.8049,5.6519,-2003.366,6.786,6649.0156,8.2301,5779.0752,8.6891,7758.6553,0.0267,216000271.942,6.192,253.312,5.768,N,1949,1-Mar-2007,S. -C. WU,2023-10-18
86,131,Rn,,,,,,0,,,9/2+,0.54,,5,ms,0.00054,0.00005,A,100,,,,,,,,,,,,,-656.0967,7.5383,-7383.7739,5.6210,7887.1691,2.8816,-736.032,6.529,4666.0643,6.9598,5887.0830,5.3383,7744.4037,0.0193,217003927.632,4.506,3658.566,4.198,N,1949,1-DEC-2017,E.A. MCCUTCHAN and  J. LEE and  N. JOVANCEVIC,2023-10-18
86,132,Rn,5.6540,0.0187,,,,0,,,0+,33.75,,15,ms,0.03375,0.00015,A,100,,,,,,,,,,,,,-1842.0267,4.4418,-7168.5675,6.6670,7262.4699,1.8507,-2882.805,11.734,6512.4708,4.4364,6466.1558,5.4001,7738.7527,0.0106,218005601.123,2.486,5217.413,2.316,N,1948,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2023-10-18
86,133,Rn,5.6648,0.0191,,,,0,,,5/2+,3.96,,1,s,3.96,0.01,A,100,,,,,,,,,-0.4399,0.0012,1.15,0.12,212.3984,6.8938,-6301.4208,4.6672,6946.1921,0.3055,-1566.684,3.859,4459.3941,3.0210,6559.8519,11.6452,7723.7784,0.0096,219009478.683,2.254,8829.337,2.100,N,1903,19-May-2021,Balraj Singh et al. and ,2023-10-18
86,134,Rn,5.6731,0.0194,,,,0,,,0+,55.6,,1,s,55.6,0.1,A,100,,,,,,,,,,,,,-870.3384,4.0256,-6076.2636,6.9910,6404.7417,0.1018,-3763.754,14.089,6288.6620,2.2734,7072.9988,3.4104,7717.2552,0.0082,220011392.443,1.947,10611.994,1.814,N,1900,31-Oct-2010,E. BROWNE and  J. K. TULI,2023-10-18
86,135,Rn,5.6834,0.0199,,,,0,,,7/2+,25,,2,m,1500,120,B-,78,1,A,22,1,,,,,-0.0201,0.0006,-0.47,0.05,1194.1032,7.2312,-5082.2957,6.9080,6162.9859,3.1893,-2311.375,15.095,4211.9573,5.8073,7193.3653,15.0957,7701.3941,0.0259,221015535.637,6.134,14471.354,5.714,N,1956,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2023-10-18
86,136,Rn,5.6915,0.0203,,,,0,,,0+,3.8235,,3,d,330350.4,25.92,A,100,,,,,,,,,0.92,0.14,,,-6.1461,7.7013,-4976.6121,5.0610,5590.3894,0.3055,-4581.071,15.954,6170.7153,5.8402,7699.7433,14.1070,7694.4991,0.0088,222017576.017,2.086,16371.957,1.944,N,1899,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2023-10-18
86,137,Rn,,,,,,0,,,7/2,24.3,,4,m,1458,24,B-,100,,,,,,,,,-0.772,0.008,0.8,0.08,2007.4091,8.0568,-4059.6828,10.8035,5283.4618,17.6619,-3038.27,16.01,4053.5366,8.0599,7852.2610,17.6619,7678.172,0.0351,223021889.283,8.397,20389.738,7.822,N,1964,1-May-2001,E. BROWNE,2023-10-18
86,138,Rn,,,,,,0,,,0+,107,,3,m,6420,180,B-,100,,,,,,,,,,,,,696.484,14.8750,-4008.5490,10.0025,4756.7202,20.2374,-5265.92,24.41,6015.9581,12.5501,8271.8808,17.0748,7670.7514,0.0438,224024095.803,10.536,22445.098,9.814,N,1964,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2023-10-18
86,139,Rn,,,,,,0,,,7/2-,4.66,,4,m,279.6,2.4,B-,100,,,,,,,,,-0.693,0.008,0.84,0.08,2713.5412,16.3492,-3285.7893,15.7809,4335.4705,22.5108,-3765.857,300.207,3982.2733,14.8462,8465.8460,24.9775,7654.3581,0.0495,225028485.572,11.958,26534.143,11.140,N,1969,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2023-10-18
86,140,Rn,,,,,,0,,,0+,7.4,,1,m,444,6,B-,100,,,,,,,,,,,,,1226.6542,12.1895,-3144.7263,15.9052,3836.0102,41.4018,-5912.806,300.183,5858.2675,15.2924,8841,300,7646.4108,0.0464,226030861.38,11.247,28747.194,10.477,N,1969,1-Feb-1996,Y. A. AKOVALI,2023-10-18
86,141,Rn,,,,,,0,,,(5/2),20.2,,4,s,20.2,0.4,B-,100,,,,,,,,,,,,,3203.3894,15.2755,-2706.0230,15.4067,3382,196,-4544.165,300.331,3932.6771,17.5590,9063,300,7630.0508,0.0621,227035304.393,15.127,32885.835,14.091,N,1986,15-Jan-2016,ICTP-2014 Workshop Group,2023-10-18
86,142,Rn,,,,,,0,,,0+,65,,2,s,65,2,B-,100,,,,,,,,,,,,,1859.2451,18.9157,-2510.2969,18.6354,2908,196,-6636.534,400.39,5713.6863,22.6061,9476,300,7621.6457,0.0775,228037835.415,18.977,35243.466,17.677,N,1989,31-Dec-2012,KHALIFEH ABUSALEEM,2023-10-18
86,143,Rn,,,,,,0,,,,12.0,,+12-13,s,12,1.25,B-,100,,,,,,,,,,,,,3694.1465,13.9670,-2093.1393,14.6758,2358,300,-5527.6,400.2,3952.3845,21.9671,9807,400,7605.6227,0.0569,229042257.272,14.000,39362.400,13.041,N,2009,14-MAY-2009,BALRAJ SINGH,2023-10-18
86,144,Rn,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2683,200,-1570,200,2196,448,,,5264,201,10009,447,7595,1,230045271,215,42170,200,Y,2010,1-May-2022,E. BROWNE and  J. K. TULI,2023-10-18
86,145,Rn,,,,,,0,,,(1/2+),,,,,,,B-,100,,,,,,,,,,,,,4469,300,-1009,300,1844,500,,,3691,361,,,7579,1,231049973,322,46550,300,Y,2010,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2023-10-18
